canonical_id,canonical_name,merged_id,merged_name,confidence,type
P4852C39,チャド・ハーリー,PAF7E134,チャド・ハーリー,1.0,exact
P705160A,イヴォン・シュイナード,PDE6A0F1,イヴォン・シュイナード,1.0,exact
P70635DC,トニー・シェイ,P58C3F38,トニー・シェイ,1.0,exact
PDD18080,ペーター・シュナイダー,PB93827C,ペーター・シュナイダー,1.0,exact
P4EB219C,オリバー・ツィプセ,P2AD4037,オリバー・ツィプセ,1.0,exact
P3AC0724,フレデリック・スミス,PF4B60EA,フレデリック・スミス,1.0,exact
P8626E2A,ジェラール・ドパルデュー,PF2686BB,ジェラール・ドパルデュー,1.0,exact
P120FA56,サミー・デイビス・Jr,P8046DA8,サミー・デイビス・Jr,1.0,exact
PE015036,ジュディ・ガーランド,P23BAA24,ジュディ・ガーランド,1.0,exact
P991E137,ジンジャー・ロジャース,P4F610B9,ジンジャー・ロジャース,1.0,exact
PCE501CD,ノーマン・メイラー,P5E28326,ノーマン・メイラー,1.0,exact
PB365755,パブロ・ネルーダ,P5CBC1C1,パブロ・ネルーダ,1.0,exact
PD80641E,メル・ギブソン,P9BE960D,メル・ギブソン,1.0,exact
P62F5978,ヤニス・アンテトクンポ,P4809415,ヤニス・アンテトクンポ,1.0,exact
PE9950A0,アレクサンダー・ボルカノフスキー,PC64B661,アレクサンダー・ボルカノフスキー,1.0,exact
P7BD7B3A,ジョシュ・アレン,P6A71788,ジョシュ・アレン,1.0,exact
P79E765A,シドニー・マクラフリン,P68C5C3D,シドニー・マクラフリン,1.0,exact
PB1277E1,ヴィルヘルム・レントゲン,PF1092B8,ヴィルヘルム・レントゲン,1.0,exact
P533EE47,ニコラウス・コペルニクス,P2CAD621,ニコラウス・コペルニクス,1.0,exact
P9CDA66D,ティコ・ブラーエ,P1CDE29E,ティコ・ブラーエ,1.0,exact
P197C75B,丸田芳郎,P3549C55,丸田芳郎,1.0,exact
P95C37D2,阿部俊則,PC1C1DC9,阿部俊則,1.0,exact
PAB7D9FB,西井孝明,PDF338E0,西井孝明,1.0,exact
P8981CC1,山田邦雄,PF0E32D3,山田邦雄,1.0,exact
P602E71A,ウィル・フェレル,P41F69FD,ウィル・フェレル,1.0,exact
PE0B5774,ジャック・ブラック,PCED6BCC,ジャック・ブラック,1.0,exact
P1257C61,ジェシカ・アルバ,P45D0E5B,ジェシカ・アルバ,1.0,exact
P43C052B,ポール・ディラック,P2E46E98,ポール・ディラック,1.0,exact
PD89451A,ジョセフ・ゴードン＝レヴィット,P3F4D575,ジョセフ・ゴードン＝レヴィット,1.0,exact
P6D1F7B3,ゲイリー・クーパー,P5D9EDBA,ゲイリー・クーパー,1.0,exact
PC8E41D4,カトリーヌ・ドヌーヴ,P74ADA68,カトリーヌ・ドヌーヴ,1.0,exact
PA28BBF7,ソフィア・ローレン,P188EC00,ソフィア・ローレン,1.0,exact
PFB37F5D,ライナー・ヴェルナー・ファスビンダー,P8068595,ライナー・ヴェルナー・ファスビンダー,1.0,exact
P5303EBE,佐野陽光,PF0A4B88,佐野陽光,1.0,exact
P972C987,クリスティアーノ・ロナウド,P58DC39B,クリスティアノ・ロナウド,0.972,similar
P7B1ACC7,ヘンリー・キッシンジャー,P626D166,ヘンリー・キシンジャー,0.9695652173913043,similar
P87EC325,ケイティ・レデッキー,PB71B698,ケイティー・レデッキー,0.9666666666666666,similar
P0A87F42,エルンスト・ルビッチ,PB27D97A,エルンスト・ルビッチュ,0.9666666666666666,similar
P5DA1664,ジョニ・ミッチェル,P57C2797,ジョニー・ミッチェル,0.963157894736842,similar
PECADA74,アントニ・ガウディ,PF96D42F,アントニオ・ガウディ,0.963157894736842,similar
P8D5DEDF,デビッド・ベッカム,PE552DF3,デービッド・ベッカム,0.963157894736842,similar
P53B1524,ジャック・ニクラス,P9553B6E,ジャック・ニクラウス,0.963157894736842,similar
P29B8DBC,アレクサンドリア・オカシオ・コルテス,PCEEAB7A,アレクサンドリア・オカシオ＝コルテス,0.961111111111111,similar
P88A2240,ジェフ・ベゾス,P1D8FDFB,ジェフ・ベイゾス,0.9533333333333334,similar
P1E4253,フリーダ・カーロ,PBF215B2,フリーダ・カロ,0.9533333333333334,similar
P489FB88,スチュアート・バターフィールド,P2FDD45D,スチュワート・バターフィールド,0.9533333333333334,similar
P489FB88,スチュアート・バターフィールド,PF68E8DF,ステュアート・バターフィールド,0.9533333333333334,similar
PDDA000E,コフィー・アナン,P9BB8F72,コフィ・アナン,0.9533333333333334,similar
PC6662A1,ビョルン・ボルグ,P77625D6,ビョン・ボルグ,0.9533333333333334,similar
P6CD0783,ロンドンブーツ1号2号・田村淳,P9C16E4D,ロンドンブーツ1号2号・田村亮,0.9533333333333334,similar
PCF5D9BF,ヨハン・セバスティアン・バッハ,PD079E04,ヨハン・ゼバスティアン・バッハ,0.9533333333333334,similar
P4AAA19D,フランクリン・ルーズベルト,P70BAF93,フランクリン・D・ルーズベルト,0.95,similar
PB29019F,デイヴィッド・アッテンボロー,P231B0C9,デヴィッド・アッテンボロー卿,0.95,similar
PF4779F7,ロバート・オッペンハイマー,PCDA6220,J・ロバート・オッペンハイマー,0.95,similar
PF53E0B9,ヴィンセント・ファン・ゴッホ,P6C3D17A,ヴィンセント・ヴァン・ゴッホ,0.95,similar
PF53E0B9,ヴィンセント・ファン・ゴッホ,PC9A938E,フィンセント・ファン・ゴッホ,0.95,similar
P64F7E78,スティーヴン・スピルバーグ,P8160B1F,スティーブン・スピルバーグ,0.9461538461538461,similar
P825BF88,ジャン・ミシェル・バスキア,P9B0F55A,ジャン＝ミシェル・バスキア,0.9461538461538461,similar
P97073B5,アンドレアス・ヴェサリウス,P947E727,アンドリアス・ヴェサリウス,0.9461538461538461,similar
P425115A,ヴィルジル・ファン・ダイク,P50E454D,ヴィルヒル・ファン・ダイク,0.9461538461538461,similar
P3F0FD18,ジョン・ロックフェラー,P6039C47,ジョン・D・ロックフェラー,0.9416666666666667,similar
P38FB528,スタンリー,PF074AE1,スタン・リー,0.9363636363636363,similar
P8E7761B,マルチナ・ナブラチロワ,PC7A223E,マルチナ・ナヴラチロワ,0.9363636363636363,similar
PB31095E,ロアール・アムンセン,PA8487B2,ロアルド・アムンセン,0.9299999999999999,similar
PF526E62,エドモンド・ヒラリー,PAFF37AE,エドムンド・ヒラリー,0.9299999999999999,similar
PB45DC2C,シグムント・フロイト,P851FBEA,ジグムント・フロイト,0.9299999999999999,similar
P29080E7,マックス・ヴェーバー,PEE03F9C,マックス・ウェーバー,0.9299999999999999,similar
PA3FE8CA,イザベル・アジェンデ,PAEB73EC,イザベラ・アジェンデ,0.9299999999999999,similar
P6E3BCAD,ライアン・クロウザー,P13E2EB8,ライアン・クラウザー,0.9299999999999999,similar
P3D93F26,マルティン・ルター・キング,PAE1BAC4,マルティン・ルター・キング・Jr,0.9275862068965517,similar
P5344798,大谷光瑞,P717620F,大谷光瑞師,0.922222222222222,similar
PD57CDB5,ステフィン・カリー,P1361DEC,ステファン・カリー,0.922222222222222,similar
P5A7D733,マイケル・ブルームバーグ,P7B7F385,マイケル・ブルームバーグ元市長,0.922222222222222,similar
P8DFA541,ワトソン,P6FA7E30,ワットソン,0.922222222222222,similar
P21700BF,鳩山一郎,P383D18A,鳩山威一郎,0.922222222222222,similar
P8E7C4DF,アンナ・クルニコワ,PD47C638,アンナ・コルニコワ,0.922222222222222,similar
PDF1F619,・末松安晴,PE2DAC0A,末松安晴,0.922222222222222,similar
PEC747C3,リキテンシュタイン,P91F49EB,リヒテンシュタイン,0.922222222222222,similar
PABB046D,ジャン・ノーヴェル,P2D0CE17,ジャン・ヌーヴェル,0.922222222222222,similar
P729B332,カニエ・ウエスト,P3EDD828,カニエ・ウェスト,0.9124999999999999,similar
P641049A,ラファエル・ナダル,P081B907,ラファ・ナダル,0.9124999999999999,similar
P22160C4,ティム・バートン,PFA41490,ティム・ボートン,0.9124999999999999,similar
P511C132,デズモンド・ツツ,P47522E2,デスモンド・ツツ,0.9124999999999999,similar
P0381798,フランクリン・デラノ・ルーズベルト,P70BAF93,フランクリン・D・ルーズベルト,0.9124999999999999,similar
P17DBD4A,リチャード・スタルマン,PB33B4C3,リチャード・ストールマン,0.9086956521739129,similar
P4AAA19D,フランクリン・ルーズベルト,P0381798,フランクリン・デラノ・ルーズベルト,0.9066666666666667,similar
P2FDD45D,スチュワート・バターフィールド,PF68E8DF,ステュアート・バターフィールド,0.9066666666666667,similar
